"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1772291186725634515","Mon Mar 25 15:55:21 +0000 2024","2798","Gempa megathrust sumbernya di bidang subduksi selatan Jawa khususnya yang dekat Jakarta adl wilayah megathrust selatan Jawa Barat - Selat Sunda. Jakarta dapat terdampak guncangan. https://t.co/ZmUs1Z1HRb","1772291186725634515","https://pbs.twimg.com/media/GJhwNz3bEAAGZoO.jpg","","in","Indonesia","30","39","531","https://twitter.com/zakiberkata/status/1772291186725634515","3165540462","zakiberkata"
"1773993046532931782","Sat Mar 30 08:37:56 +0000 2024","118","Engagement dengan vibes kemacetan dan polusi Jakarta cz why not?? #SuksesJakartaUntukIndonesia https://t.co/C7C9EF1OA7","1773993046532931782","https://pbs.twimg.com/media/GJ59Q7qb0AAZ2IZ.jpg","","in","Jakarta dan sekitarnya","4","17","14","https://twitter.com/I_deenn/status/1773993046532931782","1702255470726291456","I_deenn"
"1774323388192112837","Sun Mar 31 06:30:35 +0000 2024","48","jejer tiga. apa yang terlihat sama? sebelah kiri atas jakarta method kanan atas afro asian dan tengah bawah novel lebur setelah hancur . https://t.co/C8dhAyblpI","1774323388192112837","https://pbs.twimg.com/media/GJ-nwoIbIAE8Int.jpg","","in","Indonesia","7","1","6","https://twitter.com/BeriHanna/status/1774323388192112837","564586795","BeriHanna"
"1772890329135345885","Wed Mar 27 07:36:07 +0000 2024","873","Aksi bayaran 02 mulai rusuh kepada kita nyari masalah yg awal adem dia malah duluan #patung kuda jakarta https://t.co/fYwBJ549kY","1772890329135345885","https://pbs.twimg.com/ext_tw_video_thumb/1772890264706875392/pu/img/eclRJ4X3goo2ow-G.jpg","","in","","16","66","545","https://twitter.com/AbunawasReturn/status/1772890329135345885","1614451668170706944","AbunawasReturn"
"1773912006049120508","Sat Mar 30 03:15:54 +0000 2024","6024","lucu lagi wkwkwk https://t.co/o6uEDY6YyX","1773912006049120508","https://pbs.twimg.com/amplify_video_thumb/1773911947656019968/img/sEVZHKY4tNjWIkUP.jpg","","in","","101","154","1152","https://twitter.com/txtdrjkt/status/1773912006049120508","1252667805947723776","txtdrjkt"
"1773249997523300451","Thu Mar 28 07:25:19 +0000 2024","286","kita balas di soundcheck ty track in jakarta 2026‼️","1773249997523300451","","","in","military wife","3","8","114","https://twitter.com/tictyonggf/status/1773249997523300451","1260849351976300545","tictyonggf"
"1772885566327026166","Wed Mar 27 07:17:12 +0000 2024","733","Bentrok 2 kelompok massa depan Patung Kuda Jakarta saat MK menggelar sidang sengketa Pilpres Rabu 27/3/2024. Pemilu ulang tanpa Gibran. https://t.co/b4B44iqhH2","1772885566327026166","https://pbs.twimg.com/ext_tw_video_thumb/1772885480713125888/pu/img/kc_Y3qmZhMC_H3o9.jpg","","in","Indonesia","8","50","417","https://twitter.com/yaniarsim/status/1772885566327026166","929287558281830400","yaniarsim"
"1772473142406963605","Tue Mar 26 03:58:22 +0000 2024","1577","owh ga cuma di manggarai aja ternyata https://t.co/pleKy5kpUU","1772473142406963605","https://pbs.twimg.com/ext_tw_video_thumb/1772189433514594304/pu/img/q0w6H5GPgYOZmMhA.jpg","","in","","46","84","275","https://twitter.com/txtdrjkt/status/1772473142406963605","1252667805947723776","txtdrjkt"
"1774468130968113382","Sun Mar 31 16:05:45 +0000 2024","601","230306 TDS2 in Jakarta #NAHYUCK #잼동 #NCTDREAM #AprilFoolsDay #만우절 https://t.co/gWJadSsuAA","1774468130968113382","https://pbs.twimg.com/ext_tw_video_thumb/1774468114291539968/pu/img/qUk1w9dRSKvkNVdM.jpg","","in","to the world","9","0","277","https://twitter.com/walk_onthemoon_/status/1774468130968113382","3623556259","walk_onthemoon_"
"1774623198627459343","Mon Apr 01 02:21:56 +0000 2024","8","Selamat siang Siang ininjam 12:00 Aurel include daerah Tebet Jakarta selatan Untuk include bisa yah st/lt masih ada jamkosong nya ️ #availjaksel #AvailJakarta #availtebet #excludejakarta https://t.co/wsrEfGx9i1","1774623198627459343","https://pbs.twimg.com/media/GKC6ZBUbQAAvNrg.jpg","","in","DKI Jakarta, Indonesia","0","0","6","https://twitter.com/aurelllllsn/status/1774623198627459343","3308107680","aurelllllsn"
